yORF,gene name,GFP tagged,GFP visualized?,TAP visualized?,abundance,error,localization summary
YOL134C,,tagged,visualized,not TAP visualized,not visualized,,"cytoplasm,nucleus"
YOL135C,MED7,tagged,visualized,TAP visualized,7600,,nucleus
YOL136C,PFK27,tagged,visualized,TAP visualized,low signal,,"cytoplasm,nucleus"
YOL137W,BSC6,tagged,visualized,TAP visualized,414,,"early Golgi,late Golgi"
YOL138C,,tagged,visualized,TAP visualized,606,,vacuole
YOL139C,CDC33,tagged,visualized,TAP visualized,14200,,cytoplasm
YOL140W,ARG8,tagged,visualized,TAP visualized,2300,,mitochondrion
YOL141W,PPM2,tagged,visualized,TAP visualized,830,,cytoplasm
YOL142W,RRP40,tagged,visualized,TAP visualized,6050,,"nucleolus,nucleus"
YOL143C,RIB4,tagged,visualized,TAP visualized,3260,,"cytoplasm,nucleus"
YOL144W,NOP8,tagged,visualized,TAP visualized,2170,,nucleolus
YOL145C,CTR9,tagged,visualized,TAP visualized,12900,,nucleus
YOL147C,PEX11,tagged,visualized,TAP visualized,1630,,peroxisome
YOL148C,SPT20,tagged,visualized,TAP visualized,4150,,nucleus
YOL149W,DCP1,tagged,visualized,TAP visualized,2880,,punctate composite
YOL150C,,tagged,visualized,not TAP visualized,not visualized,,mitochondrion
YOL151W,GRE2,tagged,visualized,TAP visualized,5460,,"cytoplasm,nucleus"
YOL154W,ZPS1,tagged,visualized,not TAP visualized,not visualized,,vacuole
YOL159C-A,,tagged,visualized,TAP visualized,125,,cytoplasm
YOR001W,RRP6,tagged,visualized,TAP visualized,2160,,"nucleolus,nucleus"
YOR002W,ALG6,tagged,visualized,not TAP visualized,not visualized,,ER
YOR004W,,tagged,visualized,TAP visualized,6960,,mitochondrion
YOR006C,,tagged,visualized,TAP visualized,3610,,"cytoplasm,nucleus"
YOR007C,SGT2,tagged,visualized,TAP visualized,9420,,cytoplasm
YOR008C,SLG1,tagged,visualized,TAP visualized,664,,"ambiguous,bud neck,cytoplasm,vacuole,bud"
YOR014W,RTS1,tagged,visualized,TAP visualized,300,,"cytoplasm,nucleus"
YOR016C,ERP4,tagged,visualized,TAP visualized,2710,,ER
YOR017W,PET127,tagged,visualized,TAP visualized,1730,,mitochondrion
YOR018W,ROD1,tagged,visualized,TAP visualized,386,,cytoplasm
YOR022C,,tagged,visualized,TAP visualized,736,,mitochondrion
YOR023C,AHC1,tagged,visualized,TAP visualized,339,,"cytoplasm,nucleus"
YOR025W,HST3,tagged,visualized,TAP visualized,319,,nucleus
YOR026W,BUB3,tagged,visualized,TAP visualized,1430,,"cytoplasm,nucleus"
YOR027W,STI1,tagged,visualized,TAP visualized,67600,,cytoplasm
YOR028C,CIN5,tagged,visualized,TAP visualized,technical problem,,"cytoplasm,nucleus"
YOR033C,EXO1,tagged,visualized,TAP visualized,672,,nucleus
YOR034C,AKR2,tagged,visualized,TAP visualized,815,,ambiguous
YOR035C,SHE4,tagged,visualized,TAP visualized,3410,,cytoplasm
YOR037W,CYC2,tagged,visualized,TAP visualized,2730,,mitochondrion
YOR038C,HIR2,tagged,visualized,TAP visualized,922,,nucleus
YOR039W,CKB2,tagged,visualized,TAP visualized,7160,,"cytoplasm,nucleus"
YOR040W,GLO4,tagged,visualized,TAP visualized,technical problem,,mitochondrion
YOR042W,CUE5,tagged,visualized,TAP visualized,623,,punctate composite
YOR043W,WHI2,tagged,visualized,TAP visualized,1800,,cell periphery
YOR044W,,tagged,visualized,TAP visualized,4280,,ER
YOR045W,TOM6,tagged,visualized,not TAP visualized,not visualized,,mitochondrion
YOR046C,DBP5,tagged,visualized,TAP visualized,14900,,nuclear periphery
YOR048C,RAT1,tagged,visualized,TAP visualized,623,,nucleus
YOR051C,,tagged,visualized,TAP visualized,10800,,nucleus
YOR052C,,tagged,visualized,TAP visualized,9520,,nucleus
YOR056C,NOB1,tagged,visualized,TAP visualized,4490,,cytoplasm
YOR057W,SGT1,tagged,visualized,TAP visualized,1340,,"cytoplasm,nucleus,bud"
YOR058C,ASE1,tagged,visualized,TAP visualized,556,,microtubule
YOR059C,,tagged,visualized,TAP visualized,1210,,ambiguous
YOR060C,,tagged,visualized,TAP visualized,1690,,"nucleus,spindle pole"
YOR061W,CKA2,tagged,visualized,TAP visualized,4540,,"cytoplasm,nucleus"
YOR062C,,tagged,visualized,TAP visualized,2010,,"cytoplasm,nucleus"
YOR063W,RPL3,tagged,visualized,TAP visualized,450,,cytoplasm
YOR064C,YNG1,tagged,visualized,TAP visualized,861,,nucleus
YOR065W,CYT1,tagged,visualized,TAP visualized,39900,,mitochondrion
YOR069W,VPS5,tagged,visualized,TAP visualized,6120,,endosome
YOR070C,GYP1,tagged,visualized,TAP visualized,206,,"cytoplasm,punctate composite"
YOR073W,,tagged,visualized,TAP visualized,low signal,,"nucleus,spindle pole"
YOR074C,CDC21,tagged,visualized,not TAP visualized,not visualized,,"cytoplasm,nucleus"
YOR075W,UFE1,tagged,visualized,not TAP visualized,not visualized,,ambiguous
YOR076C,SKI7,tagged,visualized,TAP visualized,233,,ambiguous
YOR077W,RTS2,tagged,visualized,TAP visualized,4590,,"cytoplasm,nucleus"
YOR078W,BUD21,tagged,visualized,TAP visualized,2120,,"nucleolus,nucleus"
YOR081C,,tagged,visualized,TAP visualized,358,,lipid particle
YOR083W,WHI5,tagged,visualized,TAP visualized,1440,,"cytoplasm,nucleus"
YOR084W,,tagged,visualized,TAP visualized,2350,,ambiguous
YOR085W,OST3,tagged,visualized,TAP visualized,4030,,ambiguous
YOR086C,,tagged,visualized,TAP visualized,6140,,cell periphery
YOR087W,YVC1,tagged,visualized,TAP visualized,1310,,"ER,cytoplasm"
YOR089C,VPS21,tagged,visualized,TAP visualized,8760,,"cytoplasm,nucleus"
YOR091W,,tagged,visualized,TAP visualized,4220,,cytoplasm
YOR092W,ECM3,tagged,visualized,TAP visualized,low signal,,ER
YOR094W,ARF3,tagged,visualized,TAP visualized,1240,,cell periphery
YOR095C,RKI1,tagged,visualized,TAP visualized,5680,,"cytoplasm,nucleus"
YOR098C,NUP1,tagged,visualized,TAP visualized,468,,nuclear periphery
YOR099W,KTR1,tagged,visualized,TAP visualized,5480,,vacuole
YOR101W,RAS1,tagged,visualized,TAP visualized,2050,,"cytoplasm,nucleus"
YOR104W,PIN2,tagged,visualized,TAP visualized,996,,cell periphery
YOR107W,RGS2,tagged,visualized,TAP visualized,technical problem,,"cytoplasm,nucleus"
YOR108W,LEU9,tagged,visualized,TAP visualized,28800,,mitochondrion
YOR109W,INP53,tagged,visualized,TAP visualized,1520,,punctate composite
YOR110W,TFC7,tagged,visualized,TAP visualized,2660,359.0,"cytoplasm,nucleus"
YOR112W,,tagged,visualized,TAP visualized,1360,,cytoplasm
YOR113W,AZF1,tagged,visualized,TAP visualized,556,,nucleus
YOR115C,TRS33,tagged,visualized,not TAP visualized,not visualized,,punctate composite
YOR116C,RPO31,tagged,visualized,TAP visualized,6020,,nucleus
YOR117W,RPT5,tagged,visualized,not TAP visualized,not visualized,,nucleus
YOR118W,,tagged,visualized,TAP visualized,2600,,cytoplasm
YOR120W,GCY1,tagged,visualized,TAP visualized,low signal,,"cytoplasm,nucleus"
YOR122C,PFY1,tagged,visualized,not TAP visualized,not visualized,,"cytoplasm,nucleus"
YOR123C,LEO1,tagged,visualized,TAP visualized,1110,,nucleus
YOR124C,UBP2,tagged,visualized,TAP visualized,2420,,cytoplasm
YOR127W,RGA1,tagged,visualized,TAP visualized,396,,"bud neck,cytoplasm,cell periphery"
YOR128C,ADE2,tagged,visualized,TAP visualized,5410,,cytoplasm
YOR129C,,tagged,visualized,TAP visualized,768,,cytoplasm
YOR130C,ORT1,tagged,visualized,TAP visualized,432,,mitochondrion
YOR131C,,tagged,visualized,TAP visualized,396,,"cytoplasm,nucleus"
YOR132W,VPS17,tagged,visualized,TAP visualized,7380,,endosome
YOR133W,EFT1,tagged,visualized,TAP visualized,82700,,cytoplasm
YOR136W,IDH2,tagged,visualized,TAP visualized,43100,,mitochondrion
YOR138C,,tagged,visualized,TAP visualized,5930,,"cytoplasm,nucleus"
YOR140W,SFL1,tagged,visualized,TAP visualized,1040,,nucleus
YOR141C,ARP8,tagged,visualized,TAP visualized,1010,,nucleus
YOR142W,LSC1,tagged,visualized,TAP visualized,18400,,mitochondrion
YOR143C,THI80,tagged,visualized,TAP visualized,3320,,cytoplasm
YOR144C,ELG1,tagged,visualized,TAP visualized,low signal,,"cytoplasm,nucleus"
YOR147W,MDM32,tagged,visualized,TAP visualized,10400,,mitochondrion
YOR148C,SPP2,tagged,visualized,TAP visualized,752,,"cytoplasm,nucleus"
YOR150W,MRPL23,tagged,visualized,TAP visualized,6730,,mitochondrion
YOR151C,RPB2,tagged,visualized,TAP visualized,18700,,"cytoplasm,nucleus"
YOR152C,,tagged,visualized,TAP visualized,1890,,ambiguous
YOR153W,PDR5,tagged,visualized,TAP visualized,42000,,cell periphery
YOR154W,,tagged,visualized,TAP visualized,3250,,ambiguous
YOR156C,NFI1,tagged,visualized,TAP visualized,3170,,"cytoplasm,nucleus"
YOR157C,PUP1,tagged,visualized,TAP visualized,11400,,"cytoplasm,nucleus"
YOR158W,PET123,tagged,visualized,TAP visualized,2010,,mitochondrion
YOR160W,MTR10,tagged,visualized,TAP visualized,6340,614.0,"cytoplasm,nucleus"
YOR161C,,tagged,visualized,TAP visualized,low signal,,cell periphery
YOR162C,YRR1,tagged,visualized,not TAP visualized,not visualized,,"cytoplasm,nucleus"
YOR163W,DDP1,tagged,visualized,TAP visualized,3440,,"cytoplasm,nucleus"
YOR164C,,tagged,visualized,TAP visualized,5350,,cytoplasm
YOR165W,SEY1,tagged,visualized,TAP visualized,2270,,punctate composite
YOR167C,RPS28A,tagged,visualized,TAP visualized,94500,,cytoplasm
YOR168W,GLN4,tagged,visualized,TAP visualized,37500,3580.0,cytoplasm
YOR171C,LCB4,tagged,visualized,TAP visualized,2840,,ambiguous
YOR172W,YRM1,tagged,visualized,TAP visualized,125,,"cytoplasm,nucleus"
YOR173W,DCS2,tagged,visualized,TAP visualized,1810,,cytoplasm
YOR174W,MED4,tagged,visualized,TAP visualized,1620,,nucleus
YOR175C,,tagged,visualized,TAP visualized,technical problem,,ER
YOR176W,HEM15,tagged,visualized,TAP visualized,22700,500.0,mitochondrion
YOR179C,,tagged,visualized,TAP visualized,1430,,nucleus
YOR181W,LAS17,tagged,visualized,TAP visualized,8580,,actin
YOR182C,RPS30B,tagged,visualized,TAP visualized,18500,,cytoplasm
YOR184W,SER1,tagged,visualized,TAP visualized,15900,,cytoplasm
YOR185C,GSP2,tagged,visualized,TAP visualized,2460,,"cytoplasm,nucleus"
YOR187W,TUF1,tagged,visualized,TAP visualized,58500,,mitochondrion
YOR188W,MSB1,tagged,visualized,TAP visualized,172,,"bud neck,cytoplasm"
YOR189W,IES4,tagged,visualized,TAP visualized,538,,nucleus
YOR191W,RIS1,tagged,visualized,TAP visualized,low signal,,nucleus
YOR193W,,tagged,visualized,TAP visualized,382,,peroxisome
YOR195W,SLK19,tagged,visualized,TAP visualized,314,,spindle pole
YOR196C,LIP5,tagged,visualized,TAP visualized,1630,,mitochondrion
YOR197W,MCA1,tagged,visualized,TAP visualized,1400,,"cytoplasm,nucleus"
YOR198C,BFR1,tagged,visualized,TAP visualized,33400,,ER
YOR199W,,tagged,visualized,TAP visualized,low signal,,cytoplasm
YOR201C,PET56,tagged,visualized,TAP visualized,2760,,mitochondrion
YOR205C,,tagged,visualized,TAP visualized,937,,mitochondrion
YOR206W,NOC2,tagged,visualized,TAP visualized,29000,5930.0,"nucleolus,nucleus"
YOR207C,RET1,tagged,visualized,TAP visualized,1950,,nucleus
YOR208W,PTP2,tagged,visualized,TAP visualized,149,,"cytoplasm,nucleus"
YOR209C,NPT1,tagged,visualized,TAP visualized,32100,,"cytoplasm,nucleus"
YOR210W,RPB10,tagged,visualized,TAP visualized,5300,,"nucleolus,nucleus"
YOR212W,STE4,tagged,visualized,TAP visualized,2050,,cytoplasm
YOR213C,SAS5,tagged,visualized,TAP visualized,1800,,"cytoplasm,nucleus"
YOR214C,,tagged,visualized,TAP visualized,technical problem,,ER
YOR215C,,tagged,visualized,TAP visualized,2870,,mitochondrion
YOR216C,RUD3,tagged,visualized,TAP visualized,7620,,"punctate composite,Golgi"
YOR217W,RFC1,tagged,visualized,TAP visualized,2360,130.0,nucleus
YOR220W,,tagged,visualized,TAP visualized,967,,cytoplasm
YOR221C,MCT1,tagged,visualized,TAP visualized,1360,,mitochondrion
YOR224C,RPB8,tagged,visualized,TAP visualized,6210,,nucleus
YOR226C,ISU2,tagged,visualized,TAP visualized,3420,,mitochondrion
YOR227W,,tagged,visualized,TAP visualized,195,,cytoplasm
YOR228C,,tagged,visualized,not TAP visualized,not visualized,,mitochondrion
YOR229W,WTM2,tagged,visualized,TAP visualized,3750,,nucleus
YOR230W,WTM1,tagged,visualized,TAP visualized,7750,,nucleus
YOR231W,MKK1,tagged,visualized,TAP visualized,1040,,ambiguous
YOR232W,MGE1,tagged,visualized,not TAP visualized,not visualized,,cytoplasm
YOR233W,KIN4,tagged,visualized,TAP visualized,143,,cell periphery
YOR234C,RPL33B,tagged,visualized,TAP visualized,65600,,cytoplasm
YOR236W,DFR1,tagged,visualized,TAP visualized,1080,,"cytoplasm,mitochondrion"
YOR238W,,tagged,visualized,TAP visualized,892,,cytoplasm
YOR239W,ABP140,tagged,visualized,TAP visualized,17000,,cytoplasm
YOR241W,MET7,tagged,visualized,TAP visualized,7080,,cytoplasm
YOR243C,PUS7,tagged,visualized,TAP visualized,4150,,nucleus
YOR244W,ESA1,tagged,visualized,TAP visualized,1170,,nucleus
YOR245C,DGA1,tagged,visualized,TAP visualized,907,,"ER,cytoplasm"
YOR246C,,tagged,visualized,TAP visualized,967,,lipid particle
YOR247W,SRL1,tagged,visualized,TAP visualized,low signal,,"cytoplasm,vacuole"
YOR248W,TOS11,tagged,visualized,not TAP visualized,not visualized,,vacuole
YOR249C,APC5,tagged,visualized,TAP visualized,259,,nucleus
YOR251C,,tagged,visualized,TAP visualized,5770,,cytoplasm
YOR252W,,tagged,visualized,TAP visualized,5350,,nucleus
YOR253W,NAT5,tagged,visualized,TAP visualized,2370,,cytoplasm
YOR254C,SEC63,tagged,visualized,TAP visualized,17700,,ER
YOR258W,HNT3,tagged,visualized,TAP visualized,396,,"cytoplasm,nucleus"
YOR259C,RPT4,tagged,visualized,not TAP visualized,not visualized,,nucleus
YOR260W,GCD1,tagged,visualized,TAP visualized,9530,1760.0,cytoplasm
YOR261C,RPN8,tagged,visualized,TAP visualized,19800,,"cytoplasm,nucleus"
YOR262W,,tagged,visualized,TAP visualized,9230,,cytoplasm
YOR264W,DSE3,tagged,visualized,TAP visualized,922,,bud neck
YOR265W,RBL2,tagged,visualized,TAP visualized,1760,,cytoplasm
YOR266W,PNT1,tagged,visualized,TAP visualized,1460,,mitochondrion
YOR267C,HRK1,tagged,visualized,TAP visualized,300,,cytoplasm
YOR269W,PAC1,tagged,visualized,TAP visualized,low signal,,"cytoplasm,nucleus"
YOR270C,VPH1,tagged,visualized,TAP visualized,55700,,vacuolar membrane
YOR271C,,tagged,visualized,TAP visualized,9290,,mitochondrion
YOR272W,YTM1,tagged,visualized,TAP visualized,6670,,"nucleolus,nucleus"
YOR273C,TPO4,tagged,visualized,TAP visualized,21400,,"cell periphery,bud"
YOR274W,MOD5,tagged,visualized,TAP visualized,2020,,"cytoplasm,nucleus"
YOR275C,RIM20,tagged,visualized,TAP visualized,2880,,"cytoplasm,nucleus"
YOR276W,CAF20,tagged,visualized,TAP visualized,26900,,cytoplasm
YOR279C,RFM1,tagged,visualized,TAP visualized,861,,"cytoplasm,nucleus"
YOR281C,PLP2,tagged,visualized,TAP visualized,7700,,cytoplasm
YOR283W,,tagged,visualized,TAP visualized,8300,,"cytoplasm,nucleus"
YOR284W,HUA2,tagged,visualized,TAP visualized,1360,,punctate composite
YOR285W,,tagged,visualized,TAP visualized,7470,,ER
YOR286W,,tagged,visualized,TAP visualized,4220,,mitochondrion
YOR288C,MPD1,tagged,visualized,TAP visualized,830,,vacuole
YOR289W,,tagged,visualized,TAP visualized,1710,,"cytoplasm,nucleus"
YOR290C,SNF2,tagged,visualized,TAP visualized,217,,nucleus
YOR291W,,tagged,visualized,TAP visualized,technical problem,,ER
YOR292C,,tagged,visualized,not TAP visualized,not visualized,,vacuole
YOR293W,RPS10A,tagged,visualized,TAP visualized,54100,,"nucleolus,nucleus"
YOR295W,UAF30,tagged,visualized,TAP visualized,639,,nucleolus
YOR296W,,tagged,visualized,TAP visualized,300,,cytoplasm
YOR297C,TIM18,tagged,visualized,TAP visualized,4440,,mitochondrion
YOR298C-A,MBF1,tagged,visualized,TAP visualized,47300,,cytoplasm
YOR299W,BUD7,tagged,visualized,TAP visualized,2070,,late Golgi
YOR302W,,tagged,visualized,not TAP visualized,not visualized,,"cytoplasm,nucleus"
YOR303W,CPA1,tagged,visualized,TAP visualized,2580,,cytoplasm
YOR304C-A,,tagged,visualized,TAP visualized,656,,"ambiguous,bud neck,cytoplasm,cell periphery,bud"
YOR304W,ISW2,tagged,visualized,TAP visualized,1520,,nucleus
YOR305W,,tagged,visualized,TAP visualized,1420,,mitochondrion
YOR307C,SLY41,tagged,visualized,TAP visualized,784,,ER
YOR308C,SNU66,tagged,visualized,TAP visualized,low signal,,nucleus
YOR310C,NOP58,tagged,visualized,TAP visualized,34700,6140.0,nucleolus
YOR311C,HSD1,tagged,visualized,TAP visualized,784,,ER
YOR312C,RPL20B,tagged,visualized,TAP visualized,technical problem,,cytoplasm
YOR315W,,tagged,visualized,TAP visualized,low signal,,"cytoplasm,nucleus"
YOR316C,COT1,tagged,visualized,TAP visualized,2070,,vacuolar membrane
YOR317W,FAA1,tagged,visualized,TAP visualized,7470,,ER
YOR319W,HSH49,tagged,visualized,TAP visualized,1240,,nucleus
YOR320C,GNT1,tagged,visualized,TAP visualized,238,,vacuole
YOR321W,PMT3,tagged,visualized,TAP visualized,2720,,ER
YOR322C,,tagged,visualized,TAP visualized,295,,"cytoplasm,late Golgi"
YOR323C,PRO2,tagged,visualized,TAP visualized,6920,,"cytoplasm,nucleus"
YOR324C,FRT1,tagged,visualized,TAP visualized,259,,ambiguous
YOR326W,MYO2,tagged,visualized,TAP visualized,4340,,"ambiguous,bud neck,cytoplasm,cell periphery,bud"
YOR327C,SNC2,tagged,visualized,TAP visualized,300,,vacuole
YOR329C,SCD5,tagged,visualized,TAP visualized,704,,ambiguous
YOR330C,MIP1,tagged,visualized,TAP visualized,377,,mitochondrion
YOR332W,VMA4,tagged,visualized,TAP visualized,16100,,vacuolar membrane
YOR334W,MRS2,tagged,visualized,TAP visualized,768,,mitochondrion
YOR335C,ALA1,tagged,visualized,TAP visualized,33800,5740.0,cytoplasm
YOR336W,KRE5,tagged,visualized,TAP visualized,815,,vacuole
YOR337W,TEA1,tagged,visualized,TAP visualized,736,,"cytoplasm,nucleus"
YOR340C,RPA43,tagged,visualized,TAP visualized,4070,178.0,nucleolus
YOR341W,RPA190,tagged,visualized,TAP visualized,2840,,nucleolus
YOR342C,,tagged,visualized,TAP visualized,1360,,"cytoplasm,nucleus"
YOR344C,TYE7,tagged,visualized,TAP visualized,486,,"cytoplasm,nucleus"
YOR346W,REV1,tagged,visualized,TAP visualized,521,,"cytoplasm,nucleus"
YOR347C,PYK2,tagged,visualized,TAP visualized,2130,,cytoplasm
YOR349W,CIN1,tagged,visualized,TAP visualized,704,,ambiguous
YOR350C,MNE1,tagged,visualized,TAP visualized,861,,mitochondrion
YOR352W,,tagged,visualized,TAP visualized,3510,,"cytoplasm,nucleus"
YOR353C,SOG2,tagged,visualized,TAP visualized,892,,cytoplasm
YOR354C,MSC6,tagged,visualized,TAP visualized,7250,,mitochondrion
YOR355W,GDS1,tagged,visualized,TAP visualized,2280,,"cytoplasm,nucleus"
YOR356W,,tagged,visualized,TAP visualized,3320,,mitochondrion
YOR357C,GRD19,tagged,visualized,TAP visualized,low signal,,vacuolar membrane
YOR358W,HAP5,tagged,visualized,TAP visualized,450,,"cytoplasm,nucleus"
YOR359W,VTS1,tagged,visualized,TAP visualized,3200,,cytoplasm
YOR360C,PDE2,tagged,visualized,TAP visualized,6510,,"cytoplasm,nucleus"
YOR361C,PRT1,tagged,visualized,TAP visualized,47500,5600.0,cytoplasm
YOR362C,PRE10,tagged,visualized,TAP visualized,12000,,"cytoplasm,nucleus"
YOR363C,PIP2,tagged,visualized,TAP visualized,low signal,,"cytoplasm,nucleus"
YOR367W,SCP1,tagged,visualized,TAP visualized,1580,,actin
YOR370C,MRS6,tagged,visualized,TAP visualized,23800,4960.0,"cytoplasm,nucleus"
YOR371C,GPB1,tagged,visualized,TAP visualized,1640,,cytoplasm
YOR372C,NDD1,tagged,visualized,TAP visualized,799,,"cytoplasm,nucleus"
YOR373W,NUD1,tagged,visualized,TAP visualized,892,,spindle pole
YOR374W,ALD4,tagged,visualized,TAP visualized,22200,,mitochondrion
YOR375C,GDH1,tagged,visualized,TAP visualized,77500,,"cytoplasm,nucleus"
YOR377W,ATF1,tagged,visualized,TAP visualized,1990,,ER
YOR385W,,tagged,visualized,TAP visualized,504,,cytoplasm
YOR386W,PHR1,tagged,visualized,TAP visualized,688,,"cytoplasm,nucleus"
YPL002C,SNF8,tagged,visualized,TAP visualized,1040,,ambiguous
YPL004C,LSP1,tagged,visualized,TAP visualized,104000,,punctate composite
YPL005W,,tagged,visualized,TAP visualized,1760,,mitochondrion
YPL006W,NCR1,tagged,visualized,TAP visualized,521,,vacuolar membrane
YPL007C,TFC8,tagged,visualized,TAP visualized,2070,187.0,nucleus
YPL008W,CHL1,tagged,visualized,TAP visualized,98.9,,"cytoplasm,nucleus"
YPL009C,,tagged,visualized,TAP visualized,7700,,cytoplasm
YPL010W,RET3,tagged,visualized,not TAP visualized,not visualized,,punctate composite
YPL011C,TAF3,tagged,visualized,TAP visualized,3300,,nucleus
YPL012W,RRP12,tagged,visualized,TAP visualized,8170,,"cytoplasm,nucleus"
YPL013C,MRPS16,tagged,visualized,TAP visualized,low signal,,mitochondrion
YPL014W,,tagged,visualized,TAP visualized,technical problem,,"cytoplasm,nucleus"
YPL015C,HST2,tagged,visualized,TAP visualized,5260,,cytoplasm
YPL016W,SWI1,tagged,visualized,TAP visualized,92.3,,nucleus
YPL017C,,tagged,visualized,TAP visualized,6400,,cytoplasm
YPL018W,CTF19,tagged,visualized,TAP visualized,1250,,"ambiguous,spindle pole"
YPL019C,VTC3,tagged,visualized,TAP visualized,2630,,vacuole
YPL020C,ULP1,tagged,visualized,TAP visualized,377,,nuclear periphery
YPL022W,RAD1,tagged,visualized,TAP visualized,1400,,nucleus
YPL024W,NCE4,tagged,visualized,TAP visualized,1500,,"cytoplasm,nucleus"
YPL026C,SKS1,tagged,visualized,TAP visualized,2810,,cytoplasm
YPL028W,ERG10,tagged,visualized,TAP visualized,60900,5910.0,nucleus
